tweet_id,favorites,retweets
841077006473256960,20632,4786
840761248237133825,0,1585
840728873075638272,0,14367
840698636975636481,156,2
840696689258311684,11148,868
840632337062862849,8183,1585
840370681858686976,14882,4083
840268004936019968,17395,5100
839990271299457024,12166,2023
839549326359670784,24882,6937
839239871831150596,24552,5814
838952994649550848,17861,3589
838921590096166913,10108,1816
838916489579200512,0,29
838831947270979586,0,9814
838561493054533637,9907,1206
838476387338051585,20429,4280
838201503651401729,0,9014
838150277551247360,1536,295
838085839343206401,127,0
838083903487373313,16013,2800
837820167694528512,30938,7024
837482249356513284,3490,398
837471256429613056,11630,2030
837110210464448512,14613,2141
836989968035819520,11610,2075
836753516572119041,17593,4176
836677758902222849,11501,1979
836648853927522308,0,497
836397794269200385,0,24610
836380477523124226,13476,2692
836260088725786625,19330,3899
836001077879255040,17381,3825
835685285446955009,0,7273
835574547218894849,16167,3237
835536468978302976,0,1519
835309094223372289,0,18737
835297930240217089,14951,2683
835264098648616962,7026,1519
835246439529840640,1946,63
835172783151792128,23844,5199
835152434251116546,20378,2699
834931633769889797,9803,1461
834786237630337024,19584,4999
834574053763584002,12445,2268
834477809192075265,0,9568
834458053273591808,8773,1514
834209720923721728,18713,4249
834167344700198914,14367,3285
834089966724603904,9165,1924
834086379323871233,11879,1996
833863086058651648,12248,2163
833826103416520705,16615,3430
833732339549220864,0,199
833722901757046785,19075,2943
833479644947025920,13615,1847
833124694597443584,18418,4351
832998151111966721,12075,1960
832769181346996225,0,37
832757312314028032,15358,3252
832682457690300417,10835,2604
832645525019123713,2647,474
832636094638288896,14449,2498
832397543355072512,10885,1997
832369877331693569,15565,2850
832273440279240704,10303,2095
832215909146226688,0,5608
832215726631055365,0,8424
832088576586297345,56,2
832040443403784192,0,8636
832032802820481025,16197,4193
831939777352105988,21832,5539
831926988323639298,310,33
831911600680497154,25119,5853
831670449226514432,9485,1658
831650051525054464,6471,1756
831552930092285952,8219,2116
831322785565769729,8482,1407
831315979191906304,6011,1012
831309418084069378,10743,2209
831262627380748289,10828,1856
830956169170665475,7282,1357
830583320585068544,60766,15120
830173239259324417,0,5139
830097400375152640,8887,2638
829878982036299777,0,4495
829861396166877184,11159,1762
829501995190984704,29050,9568
829449946868879360,9603,1826
829141528400556032,22261,6642
829011960981237760,48519,14649
828801551087042563,0,3092
828770345708580865,23348,5275
828708714936930305,33273,10091
828650029636317184,8675,1214
828409743546925057,5860,1059
828408677031882754,7050,1162
828381636999917570,11500,2019
828376505180889089,6783,970
828372645993398273,11512,2669
828361771580813312,2015,161
828046555563323392,10750,2604
828011680017821696,9463,1952
827933404142436356,18320,4729
827653905312006145,14126,2734
827600520311402496,6863,856
827324948884643840,14522,2751
827199976799354881,9714,2019
826958653328592898,19706,4495
826848821049180160,33060,9159
826615380357632002,0,3605
826598799820865537,4708,225
826598365270007810,9183,2138
826476773533745153,16876,3821
826240494070030336,12145,2375
826204788643753985,4466,842
826115272272650244,14314,2808
825876512159186944,9622,1708
825829644528148480,11674,2285
825535076884762624,52040,15885
825147591692263424,16741,4096
825120256414846976,0,1154
825026590719483904,5741,1154
824796380199809024,0,4996
824775126675836928,13662,3206
824663926340194305,9661,1618
824325613288833024,10855,9623
824297048279236611,13849,3493
824025158776213504,4396,539
823939628516474880,9754,2482
823719002937630720,0,10154
823699002998870016,12705,2263
823581115634085888,11876,2394
823333489516937216,641,20
823322678127919110,14396,3643
823269594223824897,0,9044
822975315408461824,15882,3125
822872901745569793,120428,39027
822859134160621569,12071,2072
822647212903690241,0,5840
822610361945911296,13571,2668
822489057087389700,16636,5840
822462944365645825,25724,12923
822244816520155136,32177,9044
822163064745328640,0,4291
821886076407029760,10363,2102
821813639212650496,0,3059
821765923262631936,7668,1536
821522889702862852,7358,1609
821421320206483457,0,5035
821407182352777218,10830,3922
821153421864615936,228,8
821149554670182400,7889,1793
821107785811234820,8786,1924
821044531881721856,11591,2082
820837357901512704,0,6115
820749716845686786,28949,9014
820690176645140481,11276,2952
820494788566847489,0,516
820446719150292993,0,2356
820314633777061888,3070,516
820078625395449857,18130,5665
820013781606658049,0,1063
819952236453363712,4884,1063
819924195358416896,11906,4451
819711362133872643,12229,2801
819588359383371776,8856,1835
819347104292290561,6637,1100
819238181065359361,2067,373
819227688460238848,21183,6115
819015337530290176,0,33826
819015331746349057,0,17431
819006400881917954,41869,17431
819004803107983360,80414,33817
818646164899774465,0,19051
818627210458333184,20659,6918
818614493328580609,9044,2315
818588835076603904,0,5581
818536468981415936,9970,2226
818307523543449600,0,7322
818259473185828864,10126,2035
818145370475810820,11301,2322
817908911860748288,4484,724
817827839487737858,47459,24610
817777686764523521,9941,2473
817536400337801217,10843,2681
817502432452313088,0,3067
817423860136083457,31079,13312
817415592588222464,5166,871
817181837579653120,0,7711
817171292965273600,8054,1826
817120970343411712,11214,2362
817056546584727552,7917,1489
816829038950027264,0,4302
816816676327063552,9232,1861
816697700272001025,8989,2008
816450570814898180,27960,7322
816336735214911488,7952,1764
816091915477250048,8271,1954
816062466425819140,0,924
816014286006976512,0,4782
815990720817401858,4563,924
815966073409433600,20617,7711
815745968457060357,0,3781
815736392542261248,9045,2081
815639385530101762,7566,1525
815390420867969024,9552,3498
814986499976527872,7063,1173
814638523311648768,10409,2482
814578408554463233,0,5335
814530161257443328,8032,1716
814153002265309185,26603,7929
813944609378369540,0,2906
813910438903693312,8594,1712
813812741911748608,33663,12742
813800681631023104,7667,1612
813217897535406080,17215,6725
813202720496779264,8542,1669
813187593374461952,18287,3969
813172488309972993,8555,1778
813157409116065792,7163,2027
813142292504645637,7850,2200
813130366689148928,4138,411
813127251579564032,10951,2871
813112105746448384,9548,2523
813096984823349248,9726,3318
813081950185472002,9177,2552
813066809284972545,7362,1796
813051746834595840,19416,6702
812781120811126785,6972,1759
812709060537683968,6100,1332
812503143955202048,5576,1125
812466873996607488,7357,1771
812372279581671427,12592,3361
811985624773361665,6727,1289
811744202451197953,6984,1441
811647686436880384,5171,670
811627233043480576,11760,2790
811386762094317568,19302,5860
810984652412424192,4912,1300
810896069567610880,8296,1608
810657578271330305,10134,2417
810284430598270976,32444,10312
810254108431155201,13528,3092
809920764300447744,14337,3605
809808892968534016,0,4497
809448704142938112,6432,1341
809220051211603969,18341,5139
809084759137812480,12192,3220
808838249661788160,9360,2804
808733504066486276,7297,1997
808501579447930884,10456,2418
808344865868283904,39246,19051
808134635716833280,0,5400
808106460588765185,8153,2024
808001312164028416,11528,3245
807621403335917568,13479,3326
807106840509214720,108736,50556
807059379405148160,0,6741
807010152071229440,12078,3533
806629075125202948,68730,31724
806620845233815552,0,5030
806576416489959424,4519,1768
806542213899489280,9469,2180
806242860592926720,0,10666
806219024703037440,5959,1105
805958939288408065,0,4920
805932879469572096,7657,1765
805826884734976000,6083,1687
805823200554876929,0,7317
805520635690676224,5337,1520
805487436403003392,8100,2334
805207613751304193,7268,1589
804738756058218496,12588,3528
804475857670639616,5676,1840
804413760345620481,0,2949
804026241225523202,41094,14735
803773340896923648,9296,2538
803692223237865472,0,6755
803638050916102144,10120,3817
803380650405482500,7173,1738
803321560782307329,0,4862
803276597545603072,9272,2259
802952499103731712,8364,1834
802624713319034886,0,2681
802600418706604034,6582,1360
802572683846291456,8278,2310
802323869084381190,14927,5369
802265048156610565,6433,1269
802239329049477120,8420,2402
802185808107208704,0,246
801958328846974976,7171,1560
801854953262350336,1685,217
801538201127157760,7591,1915
801285448605831168,5595,763
801167903437357056,22453,5400
801127390143516673,0,3632
801115127852503040,7460,1954
800859414831898624,638,89
800855607700029440,0,1491
800751577355128832,9836,2580
800513324630806528,12109,2762
800459316964663297,8793,2022
800443802682937345,0,3947
800388270626521089,10298,2587
800188575492947969,0,3600
800141422401830912,14155,2356
800018252395122689,26234,12046
799774291445383169,0,4277
799757965289017345,7746,1973
799422933579902976,7452,1757
799308762079035393,0,4983
799297110730567681,9140,2505
799063482566066176,7480,2300
798933969379225600,12097,4081
798925684722855936,6946,1332
798705661114773508,0,6089
798701998996647937,0,7083
798697898615730177,0,5964
798694562394996736,0,4547
798686750113755136,0,2140
798682547630837760,0,4338
798673117451325440,0,5108
798665375516884993,0,3612
798644042770751489,0,1714
798628517273620480,0,1831
798585098161549313,0,5158
798576900688019456,0,5364
798340744599797760,0,3078
798209839306514432,9664,2385
797971864723324932,10682,2841
797545162159308800,13457,4542
797236660651966464,18453,6042
797165961484890113,208,24
796904159865868288,0,8175
796865951799083009,7113,1805
796759840936919040,10885,2771
796563435802726400,0,6575
796484825502875648,6980,1614
796387464403357696,10168,3810
796177847564038144,0,13087
796149749086875649,29700,13087
796125600683540480,4595,1639
796116448414461957,8390,2206
796080075804475393,7780,2127
796031486298386433,9967,3418
795464331001561088,45616,21529
795400264262053889,9280,2633
795076730285391872,14932,4996
794983741416415232,0,3107
794926597468000259,9405,2121
794355576146903043,0,9483
794332329137291264,8873,2488
794205286408003585,8532,3054
793962221541933056,15493,4497
793845145112371200,8508,1715
793614319594401792,0,2856
793601777308463104,7363,1499
793500921481273345,9821,2189
793286476301799424,22671,8424
793271401113350145,8001,2214
793256262322548741,18436,7644
793241302385262592,9693,3010
793226087023144960,9050,2673
793210959003287553,8220,2558
793195938047070209,14080,5191
793180763617361921,6390,1831
793165685325201412,8660,2589
793150605191548928,5670,1558
793135492858580992,5941,2302
793120401413079041,11708,3602
792913359805018113,13211,3641
792883833364439040,10394,3923
792773781206999040,6789,1547
792394556390137856,12374,3941
792050063153438720,6591,1641
791821351946420224,0,19267
791784077045166082,0,8700
791780927877898241,0,3488
791774931465953280,41701,20346
791672322847637504,10800,2856
791406955684368384,12140,3781
791312159183634433,8076,2313
791026214425268224,0,3720
790987426131050500,9037,1951
790946055508652032,15418,4302
790723298204217344,0,2103
790698755171364864,7587,1767
790581949425475584,19075,6523
790337589677002753,7206,1737
790277117346975746,11536,2906
790227638568808452,0,3239
789986466051088384,8571,2103
789960241177853952,0,3729
789903600034189313,9512,3799
789628658055020548,6893,1604
789599242079838210,6215,1755
789530877013393408,10796,3107
789314372632018944,7972,2095
789280767834746880,0,4494
789268448748703744,8423,2395
789137962068021249,8951,2555
788908386943430656,25293,11408
788765914992902144,25206,9483
788552643979468800,0,6518
788412144018661376,14344,4844
788178268662984705,6709,1949
788150585577050112,5653,1181
788070120937619456,0,3161
788039637453406209,5629,1201
787810552592695296,7928,2789
787717603741622272,9425,2530
787397959788929025,10021,2611
787322443945877504,7188,1605
787111942498508800,0,6184
786963064373534720,24529,7273
786729988674449408,0,2215
786709082849828864,16852,5608
786664955043049472,9777,2313
786595970293370880,8707,2858
786363235746385920,10027,3152
786286427768250368,7371,2602
786233965241827333,13986,4291
786051337297522688,1322,143
786036967502913536,0,6377
785927819176054784,10473,2925
785872687017132033,6156,1646
785639753186217984,7211,2068
785533386513321988,8318,1799
785515384317313025,5625,1135
785264754247995392,6729,1490
785170936622350336,11054,4396
784826020293709826,9312,2949
784517518371221505,8273,2314
784431430411685888,5297,1160
784183165795655680,18442,7318
784057939640352768,27333,10154
783839966405230592,27590,9814
783821107061198850,6799,1792
783695101801398276,9611,2932
783466772167098368,7740,2040
783391753726550016,15578,4998
783347506784731136,0,5042
783334639985389568,26794,10666
783085703974514689,7519,1983
782969140009107456,22191,6741
782747134529531904,6885,1290
782722598790725632,15870,4920
782598640137187329,7166,1739
782305867769217024,15291,5035
782021823840026624,0,5600
781955203444699136,10272,3073
781661882474196992,9601,2470
781655249211752448,3674,1033
781524693396357120,19018,5030
781308096455073793,6558,2342
781251288990355457,7678,1891
781163403222056960,8985,2526
780931614150983680,19882,6575
780858289093574656,6590,1825
780800785462489090,5037,1179
780601303617732608,11054,3059
780543529827336192,5807,1600
780496263422808064,0,3353
780476555013349377,0,103
780459368902959104,4859,981
780192070812196864,7990,2038
780092040432480260,0,2080
780074436359819264,11134,4484
779834332596887552,17272,6377
779377524342161408,8022,2825
779124354206535695,0,16708
779056095788752897,13536,4133
778990705243029504,18297,6542
778774459159379968,0,8955
778764940568104960,797,328
778748913645780993,6277,1182
778650543019483137,5266,1367
778624900596654080,4224,925
778408200802557953,12551,3938
778396591732486144,0,11086
778383385161035776,5347,999
778286810187399168,9470,3001
778039087836069888,7792,2406
778027034220126208,6012,1460
777953400541634568,0,3189
777885040357281792,5818,1483
777684233540206592,10316,2681
777641927919427584,0,3845
777621514455814149,7995,2303
777189768882946048,12971,3900
776819012571455488,0,12306
776813020089548800,4492,1099
776477788987613185,8026,2505
776249906839351296,0,8279
776218204058357768,27420,14409
776201521193218049,8786,2288
776113305656188928,10801,3947
776088319444877312,1676,140
775898661951791106,0,15232
775842724423557120,10720,2409
775733305207554048,12685,3632
775729183532220416,11906,4186
775364825476165632,6782,2665
775350846108426240,9314,3542
775085132600442880,14246,4277
774757898236878852,7900,1618
774639387460112384,6198,1571
774314403806253056,19989,4983
773985732834758656,9892,3517
773922284943896577,5897,1590
773704687002451968,6054,1465
773670353721753600,4917,1197
773547596996571136,20254,5581
773336787167145985,0,4547
773308824254029826,21323,6797
773247561583001600,8631,2947
773191612633579521,9136,3725
772877495989305348,7847,3518
772826264096874500,7344,2158
772615324260794368,0,3052
772581559778025472,5940,1551
772193107915964416,5527,1261
772152991789019136,3490,1031
772117678702071809,3455,669
772114945936949249,2518,430
772102971039580160,3657,843
771908950375665664,5994,1717
771770456517009408,10915,3078
771500966810099713,7575,2380
771380798096281600,9653,4547
771171053431250945,0,6738
771136648247640064,8390,2662
771102124360998913,5696,1300
771014301343748096,6293,1501
770787852854652928,4476,1079
770772759874076672,4749,1298
770655142660169732,6717,1633
770414278348247044,5777,1887
770293558247038976,5694,1321
770093767776997377,0,2759
770069151037685760,6939,2084
769940425801170949,28540,8636
769695466921623552,5873,1526
769335591808995329,0,6999
769212283578875904,4966,1571
768970937022709760,13066,5866
768909767477751808,0,2381
768855141948723200,3828,807
768609597686943744,3756,1073
768596291618299904,4619,1169
768554158521745409,0,5252
768473857036525572,12458,3098
768193404517830656,9891,3189
767884188863397888,4351,1248
767754930266464257,14548,4862
767500508068192258,6853,2099
767191397493538821,11213,3400
767122157629476866,9293,2577
766793450729734144,4618,1226
766714921925144576,2389,340
766693177336135680,3676,710
766423258543644672,5492,1423
766313316352462849,6189,1687
766078092750233600,0,2368
766069199026450432,3839,755
766008592277377025,3428,448
765719909049503744,6593,1948
765669560888528897,4707,1106
765395769549590528,24360,3051
765371061932261376,6509,1959
765222098633691136,10634,3052
764857477905154048,5917,1610
764259802650378240,5480,1353
763956972077010945,712,48
763837565564780549,11435,3720
763183847194451968,4912,1319
763167063695355904,0,2685
763103485927849985,6727,2061
762699858130116608,11024,3239
762471784394268675,10267,5793
762464539388485633,9384,3729
762316489655476224,4385,1013
762035686371364864,29149,14028
761976711479193600,4916,1781
761750502866649088,0,3514
761745352076779520,3912,780
761672994376806400,45153,26115
761599872357261312,3776,1069
761371037149827077,0,16303
761334018830917632,4692,1315
761292947749015552,4069,985
761227390836215808,4834,1404
761004547850530816,10349,3161
760893934457552897,3473,871
760656994973933572,6017,1704
760641137271070720,4547,1167
760539183865880579,6893,3256
760521673607086080,3830,1260
760290219849637889,24408,10360
760252756032651264,3621,782
760190180481531904,5228,1609
760153949710192640,0,27
759943073749200896,5401,1889
759846353224826880,6113,1767
759793422261743616,5435,1732
759557299618865152,4298,1086
759447681597108224,7678,2216
759446261539934208,1522,446
759197388317847553,5577,1771
759159934323924993,0,1050
759099523532779520,13276,3739
759047813560868866,5916,1804
758854675097526272,3231,818
758828659922702336,10196,3467
758740312047005698,5235,1474
758474966123810816,3458,900
758467244762497024,4360,1990
758405701903519748,4754,1721
758355060040593408,3062,941
758099635764359168,17286,8955
758041019896193024,2446,333
757741869644341248,6245,2960
757729163776290825,0,7066
757725642876129280,4145,1081
757611664640446465,4174,991
757597904299253760,0,272
757596066325864448,3970,938
757400162377592832,13788,6206
757393109802180609,5329,1561
757354760399941633,4110,1276
756998049151549440,5691,1798
756939218950160384,6052,1808
756651752796094464,4555,1166
756526248105566208,9434,3216
756303284449767430,3595,984
756288534030475264,40082,15957
756275833623502848,5818,1374
755955933503782912,6672,2573
755206590534418437,14923,4820
755110668769038337,19261,9981
754874841593970688,0,7091
754856583969079297,6295,2268
754747087846248448,2349,465
754482103782404096,4808,1754
754449512966619136,3402,657
754120377874386944,7186,2124
753655901052166144,5318,1952
753420520834629632,7144,3170
753398408988139520,5229,1693
753375668877008896,6921,2080
753298634498793472,0,5099
753294487569522689,3026,937
753039830821511168,33728,18737
753026973505581056,3560,854
752932432744185856,11487,6184
752917284578922496,6318,1409
752701944171524096,0,2566
752682090207055872,5466,1430
752660715232722944,3977,1401
752568224206688256,4995,2052
752519690950500352,6662,3075
752334515931054080,3505,989
752309394570878976,0,14647
752173152931807232,5414,1632
751950017322246144,2791,815
751937170840121344,4721,1174
751830394383790080,5315,1751
751793661361422336,5267,2558
751598357617971201,7223,2761
751583847268179968,3980,991
751538714308972544,4589,1130
751456908746354688,2932,910
751251247299190784,11442,5277
751205363882532864,5733,1639
751132876104687617,4600,1165
750868782890057730,4359,1220
750719632563142656,11941,4494
750506206503038976,4022,1023
750429297815552001,11992,3845
750383411068534784,4138,1019
750381685133418496,654,25
750147208377409536,2840,863
750132105863102464,3283,1151
750117059602808832,3950,1184
750101899009982464,2782,762
750086836815486976,1969,479
750071704093859840,7083,2980
750056684286914561,2876,804
750041628174217216,2888,558
750026558547456000,2458,703
750011400160841729,2930,803
749996283729883136,2758,739
749981277374128128,4678,2223
749774190421639168,4235,1181
749417653287129088,5537,1482
749403093750648834,2382,479
749395845976588288,7770,3096
749317047558017024,4959,2009
749075273010798592,5221,1840
749064354620928000,4379,1377
749036806121881602,2806,720
748977405889503236,9753,3066
748932637671223296,5282,2020
748705597323898880,2512,852
748699167502000129,4287,1432
748692773788876800,3848,1208
748575535303884801,5512,1771
748568946752774144,1990,594
748346686624440324,4715,1101
748337862848962560,6911,3664
748324050481647620,3371,670
748307329658011649,3351,642
748220828303695873,12872,6940
747963614829678593,5235,1914
747933425676525569,6018,2307
747885874273214464,2652,860
747844099428986880,2554,664
747816857231626240,4400,1032
747651430853525504,1246,138
747648653817413632,11696,5214
747600769478692864,2108,514
747594051852075008,3326,935
747512671126323200,4992,1450
747461612269887489,3492,918
747439450712596480,4923,1723
747242308580548608,0,2574
747219827526344708,4773,1414
747204161125646336,3044,810
747103485104099331,8677,3548
746906459439529985,2649,261
746872823977771008,5435,1889
746818907684614144,4825,1558
746790600704425984,4428,1430
746757706116112384,8618,3488
746726898085036033,5491,1611
746542875601690625,4589,1711
746521445350707200,0,878
746507379341139972,4261,973
746369468511756288,5608,1451
746131877086527488,6223,1956
746056683365994496,3228,720
745789745784041472,3569,945
745712589599014916,6332,2076
745433870967832576,6391,2269
745422732645535745,7752,2158
745314880350101504,6453,2442
745074613265149952,7092,3117
745057283344719872,6572,2017
744995568523612160,2664,557
744971049620602880,7135,2395
744709971296780288,5082,1400
744334592493166593,6192,1892
744234799360020481,141449,69230
744223424764059648,1495,320
743980027717509120,3781,981
743895849529389061,3307,858
743835915802583040,0,1831
743609206067040256,4059,1240
743595368194129920,16525,5829
743545585370791937,3195,847
743510151680958465,7206,3332
743253157753532416,3828,1099
743222593470234624,5582,1704
743210557239623680,3481,1218
742534281772302336,6409,3215
742528092657332225,3996,1767
742465774154047488,6562,3526
742423170473463808,8834,3353
742385895052087300,6109,1733
742161199639494656,3910,1221
742150209887731712,4582,1368
741793263812808706,4120,1363
741743634094141440,7374,2450
741438259667034112,3328,731
741303864243200000,7912,2858
741099773336379392,9008,4912
741067306818797568,8636,2759
740995100998766593,5679,2416
740711788199743490,3070,839
740699697422163968,2572,693
740676976021798912,16393,6089
740373189193256964,31634,11856
740365076218183684,2200,378
740359016048689152,2978,781
740214038584557568,6005,1757
739979191639244800,17970,5252
739932936087216128,3635,959
739844404073074688,3436,773
739623569819336705,3414,1215
739606147276148736,4846,1471
739544079319588864,35633,18889
739485634323156992,6433,2596
739238157791694849,104391,51729
738891149612572673,88,6
738885046782832640,3405,1018
738883359779196928,2957,707
738537504001953792,4586,1364
738402415918125056,2929,731
738184450748633089,3874,1088
738166403467907072,7878,2979
738156290900254721,2224,574
737826014890496000,4701,1571
737800304142471168,8983,3118
737678689543020544,4520,1168
737445876994609152,9230,3984
737322739594330112,3241,716
737310737551491075,13225,6613
736736130620620800,3782,1523
736392552031657984,15962,6518
736365877722001409,3585,1086
736225175608430592,7303,2496
736010884653420544,7085,2656
735991953473572864,3230,1025
735648611367784448,3648,985
735635087207878657,5514,2094
735274964362878976,11774,4446
735256018284875776,2997,792
735137028879360001,2823,861
734912297295085568,2475,463
734787690684657664,11290,5671
734776360183431168,2266,481
734559631394082816,1345,346
733828123016450049,3218,701
733822306246479872,3304,901
733482008106668032,2814,834
733460102733135873,3777,1120
733109485275860992,48105,15232
732732193018155009,2173,473
732726085725589504,3203,780
732585889486888962,3278,702
732375214819057664,7250,2244
732005617171337216,13350,4782
731285275100512256,3122,881
731156023742988288,3457,1117
730924654643314689,5471,1747
730573383004487680,4353,1875
730427201120833536,3126,925
730211855403241472,3405,941
730196704625098752,4330,1667
729854734790754305,3619,992
729838605770891264,1560,335
